,index,Product_SKU,Product_Style_ID,Product_Catalog,Product_Category,Product_Weight,Transfer_Price,Old_MRP,Final_Old_MRP,Ajio_MRP,Amazon_MRP,Amazon_FBA_MRP,Flipkart_MRP,Limeroad_MRP,Myntra_MRP,Paytm_MRP,Snapdeal_MRP,Transfer_Price_Level_1,Transfer_Price_Level_2
271,271,Os231_1384_M,Os231_1384,Mix,Kurta Set,0.4,662.0,2678.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,662.0,536.22
272,272,Os231_1384_L,Os231_1384,Mix,Kurta Set,0.4,662.0,2678.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,662.0,536.22
273,273,Os231_1384_XL,Os231_1384,Mix,Kurta Set,0.4,662.0,2678.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,662.0,536.22
274,274,Os231_1384_2XL,Os231_1384,Mix,Kurta Set,0.4,662.0,2678.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,662.0,536.22
275,275,Os231_1384_3XL,Os231_1384,Mix,Kurta Set,0.4,662.0,2678.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,662.0,536.22
276,276,Os186_1377_S,Os186_1377,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,538.0,435.78
277,277,Os186_1377_M,Os186_1377,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,538.0,435.78
278,278,Os186_1377_L,Os186_1377,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,538.0,435.78
279,279,Os186_1377_XL,Os186_1377,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,538.0,435.78
280,280,Os186_1377_2XL,Os186_1377,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,538.0,435.78
281,281,Os186_1377_3XL,Os186_1377,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,538.0,435.78
282,282,Os185_1105_S,Os185_1105,Mix,Kurta,0.3,529.0,2138.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,529.0,428.49
283,283,Os185_1105_M,Os185_1105,Mix,Kurta,0.3,529.0,2138.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,529.0,428.49
284,284,Os185_1105_L,Os185_1105,Mix,Kurta,0.3,529.0,2138.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,529.0,428.49
285,285,Os185_1105_XL,Os185_1105,Mix,Kurta,0.3,529.0,2138.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,529.0,428.49
286,286,Os185_1105_2XL,Os185_1105,Mix,Kurta,0.3,529.0,2138.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,529.0,428.49
287,287,Os185_1105_3XL,Os185_1105,Mix,Kurta,0.3,529.0,2138.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,529.0,428.49
288,288,Os190_1128_S,Os190_1128,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
289,289,Os190_1128_M,Os190_1128,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
290,290,Os190_1128_L,Os190_1128,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
291,291,Os190_1128_XL,Os190_1128,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
292,292,Os190_1128_2XL,Os190_1128,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
293,293,Os190_1128_3XL,Os190_1128,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
294,294,Os192_1124_S,Os192_1124,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
295,295,Os192_1124_M,Os192_1124,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
296,296,Os192_1124_L,Os192_1124,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
297,297,Os192_1124_XL,Os192_1124,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
298,298,Os192_1124_2XL,Os192_1124,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
299,299,Os192_1124_3XL,Os192_1124,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
300,300,Os172_1092_S,Os172_1092,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
301,301,Os172_1092_M,Os172_1092,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
302,302,Os172_1092_L,Os172_1092,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
303,303,Os172_1092_XL,Os172_1092,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
304,304,Os172_1092_2XL,Os172_1092,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
305,305,Os172_1092_3XL,Os172_1092,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,570.0,461.7
306,306,Os176_1015_S,Os176_1015,Mix,Kurta,0.3,724.0,2918.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,724.0,586.44
307,307,Os176_1015_M,Os176_1015,Mix,Kurta,0.3,724.0,2918.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,724.0,586.44
308,308,Os176_1015_L,Os176_1015,Mix,Kurta,0.3,724.0,2918.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,724.0,586.44
309,309,Os176_1015_XL,Os176_1015,Mix,Kurta,0.3,724.0,2918.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,724.0,586.44
310,310,Os176_1015_2XL,Os176_1015,Mix,Kurta,0.3,724.0,2918.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,724.0,586.44
311,311,Os176_1015_3XL,Os176_1015,Mix,Kurta,0.3,724.0,2918.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,724.0,586.44
312,312,Os196_1371_S,Os196_1371,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,538.0,435.78
313,313,Os196_1371_M,Os196_1371,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,538.0,435.78
314,314,Os196_1371_L,Os196_1371,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,538.0,435.78
315,315,Os196_1371_XL,Os196_1371,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,538.0,435.78
316,316,Os196_1371_2XL,Os196_1371,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,538.0,435.78
317,317,Os196_1371_3XL,Os196_1371,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,538.0,435.78
318,318,Os193_1062_S,Os193_1062,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,570.0,461.7
319,319,Os193_1062_M,Os193_1062,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,570.0,461.7
320,320,Os193_1062_L,Os193_1062,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,570.0,461.7
321,321,Os193_1062_XL,Os193_1062,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,570.0,461.7
322,322,Os193_1062_2XL,Os193_1062,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,570.0,461.7
323,323,Os193_1062_3XL,Os193_1062,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,570.0,461.7
324,324,Os205_1054_S,Os205_1054,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,570.0,461.7
325,325,Os205_1054_M,Os205_1054,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,570.0,461.7
326,326,Os205_1054_L,Os205_1054,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,570.0,461.7
327,327,Os205_1054_XL,Os205_1054,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,570.0,461.7
328,328,Os205_1054_2XL,Os205_1054,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,570.0,461.7
329,329,Os205_1054_3XL,Os205_1054,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,570.0,461.7
330,330,Os203_1100_S,Os203_1100,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,529.0,428.49
331,331,Os203_1100_M,Os203_1100,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,529.0,428.49
332,332,Os203_1100_L,Os203_1100,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,529.0,428.49
333,333,Os203_1100_XL,Os203_1100,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,529.0,428.49
334,334,Os203_1100_2XL,Os203_1100,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,529.0,428.49
335,335,Os203_1100_3XL,Os203_1100,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,529.0,428.49
336,336,Os204_3091_S,Os204_3091,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,529.0,428.49
337,337,Os204_3091_M,Os204_3091,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,529.0,428.49
338,338,Os204_3091_L,Os204_3091,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,529.0,428.49
339,339,Os204_3091_XL,Os204_3091,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,529.0,428.49
340,340,Os204_3091_2XL,Os204_3091,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,529.0,428.49
341,341,Os204_3091_3XL,Os204_3091,Mix,Kurta,0.3,529.0,2210.0,2395.0,2395.0,2395.0,2395.0,2295.0,2295.0,2395.0,2395.0,2395.0,529.0,428.49
342,342,Os160_S,Os160,Mix,Kurta,0.3,424.0,2240.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,424.0,343.44
343,343,Os160_M,Os160,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,424.0,343.44
344,344,Os160_L,Os160,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,424.0,343.44
345,345,Os160_XL,Os160,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,424.0,343.44
346,346,Os160_2XL,Os160,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,424.0,343.44
347,347,Os160_3XL,Os160,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,424.0,343.44
348,348,Os162_S,Os162,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,424.0,343.44
349,349,Os162_M,Os162,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,424.0,343.44
350,350,Os162_L,Os162,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,424.0,343.44
351,351,Os162_XL,Os162,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,424.0,343.44
352,352,Os162_2XL,Os162,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,424.0,343.44
353,353,Os162_3XL,Os162,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,424.0,343.44
354,354,Os110_14253_S,Os110_14253,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
355,355,Os110_14253_M,Os110_14253,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
356,356,Os110_14253_L,Os110_14253,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
357,357,Os110_14253_XL,Os110_14253,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
358,358,Os110_14253_2XL,Os110_14253,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
359,359,Os110_14253_3XL,Os110_14253,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
360,360,Os117_3063_S,Os117_3063,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
361,361,Os117_3063_M,Os117_3063,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
362,362,Os117_3063_L,Os117_3063,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
363,363,Os117_3063_XL,Os117_3063,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
364,364,Os117_3063_2XL,Os117_3063,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
365,365,Os117_3063_3XL,Os117_3063,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
366,366,Os122_1736_S,Os122_1736,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1895.0,471.0,381.51
367,367,Os122_1736_M,Os122_1736,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1895.0,471.0,381.51
368,368,Os122_1736_L,Os122_1736,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
369,369,Os122_1736_XL,Os122_1736,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
370,370,Os122_1736_2XL,Os122_1736,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1895.0,471.0,381.51
371,371,Os122_1736_3XL,Os122_1736,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1895.0,471.0,381.51
372,372,Os119_3094_S,Os119_3094,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
373,373,Os119_3094_M,Os119_3094,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
374,374,Os119_3094_L,Os119_3094,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
375,375,Os119_3094_XL,Os119_3094,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
376,376,Os119_3094_2XL,Os119_3094,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
377,377,Os119_3094_3XL,Os119_3094,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
378,378,Os120_14412_S,Os120_14412,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1895.0,471.0,381.51
379,379,Os120_14412_M,Os120_14412,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
380,380,Os120_14412_L,Os120_14412,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
381,381,Os120_14412_XL,Os120_14412,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
382,382,Os120_14412_2XL,Os120_14412,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1895.0,471.0,381.51
383,383,Os120_14412_3XL,Os120_14412,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1895.0,471.0,381.51
384,384,Os126_14249_S,Os126_14249,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
385,385,Os126_14249_M,Os126_14249,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
386,386,Os126_14249_L,Os126_14249,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
387,387,Os126_14249_XL,Os126_14249,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
388,388,Os126_14249_2XL,Os126_14249,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
389,389,Os126_14249_3XL,Os126_14249,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
390,390,Os132_1866_S,Os132_1866,Mix,Kurta,0.3,286.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,286.0,231.66
391,391,Os132_1866_M,Os132_1866,Mix,Kurta,0.3,286.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,286.0,231.66
392,392,Os132_1866_L,Os132_1866,Mix,Kurta,0.3,286.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,286.0,231.66
393,393,Os132_1866_XL,Os132_1866,Mix,Kurta,0.3,286.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,286.0,231.66
394,394,Os132_1866_2XL,Os132_1866,Mix,Kurta,0.3,286.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,286.0,231.66
395,395,Os132_1866_3XL,Os132_1866,Mix,Kurta,0.3,286.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,286.0,231.66
396,396,Os116_14254_S,Os116_14254,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
397,397,Os116_14254_M,Os116_14254,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
398,398,Os116_14254_L,Os116_14254,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
399,399,Os116_14254_XL,Os116_14254,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
400,400,Os116_14254_2XL,Os116_14254,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
401,401,Os116_14254_3XL,Os116_14254,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
402,402,Os113_3090_S,Os113_3090,Mix,Kurta,0.3,500.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,2095.0,1995.0,1995.0,2095.0,500.0,405.0
403,403,Os113_3090_M,Os113_3090,Mix,Kurta,0.3,500.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,2095.0,1995.0,1995.0,2095.0,500.0,405.0
404,404,Os113_3090_L,Os113_3090,Mix,Kurta,0.3,500.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,2095.0,1995.0,1995.0,2095.0,500.0,405.0
405,405,Os113_3090_XL,Os113_3090,Mix,Kurta,0.3,500.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,2095.0,1995.0,1995.0,2095.0,500.0,405.0
406,406,Os113_3090_2XL,Os113_3090,Mix,Kurta,0.3,500.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,2095.0,1995.0,1995.0,2095.0,500.0,405.0
407,407,Os113_3090_3XL,Os113_3090,Mix,Kurta,0.3,500.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,2095.0,1995.0,1995.0,2095.0,500.0,405.0
408,408,Os111_3074_S,Os111_3074,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
409,409,Os111_3074_M,Os111_3074,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
410,410,Os111_3074_L,Os111_3074,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
411,411,Os111_3074_XL,Os111_3074,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
412,412,Os111_3074_2XL,Os111_3074,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
413,413,Os111_3074_3XL,Os111_3074,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,471.0,381.51
414,414,Os123_1332_S,Os123_1332,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,381.0,308.61
